2023:11:07 - 01:00:50 | [ WARNING    ]   ITEM [ AVAILABILITY - LOW ]
2023:11:07 - 01:56:24 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:57:33 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:57:43 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:57:53 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:58:03 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:58:03 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:58:03 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:58:03 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 01:58:10 | [  REMOVE ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:58:10 | [  REMOVE ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 01:58:10 | [    INFO ] PRODUCER [ AMOUNT - 0 ]
2023:11:07 - 01:58:12 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 01:58:13 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 01:58:23 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 01:58:25 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:58:25 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:58:25 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:58:26 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:58:26 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:58:26 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 01:58:27 | [  REMOVE ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:58:27 | [  REMOVE ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 01:58:27 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 01:58:27 | [  REMOVE ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:58:27 | [  REMOVE ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 01:58:27 | [    INFO ] PRODUCER [ AMOUNT - 0 ]
2023:11:07 - 01:58:33 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 01:58:43 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 01:58:53 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 01:59:03 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 01:59:13 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 01:59:23 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 01:59:33 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 01:59:43 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 01:59:53 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:00:03 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:00:13 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:00:23 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:00:33 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:00:43 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:00:53 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:01:03 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:01:13 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:01:23 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:01:33 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:01:43 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:01:53 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:02:03 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:02:13 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:02:24 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:02:34 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:02:44 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:02:54 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:03:04 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:03:14 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:03:24 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:03:34 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:03:44 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:03:54 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:04:04 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:04:14 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:04:24 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:04:34 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:04:44 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:04:54 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:05:04 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:05:14 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:05:24 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 100% ]
2023:11:07 - 02:05:34 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 02:05:34 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 02:05:34 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 02:05:35 | [     ADD ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 02:05:35 | [     ADD ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 02:05:35 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 02:05:35 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 02:05:35 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 02:05:35 | [    INFO ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 02:05:38 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:05:42 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 67% ]
2023:11:07 - 02:05:42 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:05:46 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:05:47 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 02:05:47 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 02:05:47 | [    INFO ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 02:05:47 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 02:05:47 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 02:05:47 | [    INFO ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 02:05:48 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 02:05:48 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 02:05:48 | [    INFO ] PRODUCER [ AMOUNT - 6 ]
2023:11:07 - 02:05:48 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:05:48 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:05:48 | [    INFO ] PRODUCER [ AMOUNT - 7 ]
2023:11:07 - 02:05:48 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:05:48 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:05:48 | [    INFO ] PRODUCER [ AMOUNT - 8 ]
2023:11:07 - 02:05:52 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 82% ]
2023:11:07 - 02:05:52 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:06:01 | [  REMOVE ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:06:01 | [    INFO ] PRODUCER [ AMOUNT - 0 ]
2023:11:07 - 02:06:02 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:06:12 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:06:22 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:06:32 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:06:42 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:06:52 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:07:02 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:07:12 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:07:22 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:07:32 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:07:42 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:07:52 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:08:02 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:08:12 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:08:22 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:08:32 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:08:42 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:08:52 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:09:02 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 86% ]
2023:11:07 - 02:09:21 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 02:09:21 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 02:09:21 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 02:09:21 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 02:09:21 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 02:09:21 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 02:09:21 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 02:09:21 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 02:09:21 | [    INFO ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 02:09:21 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 02:09:21 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 02:09:21 | [    INFO ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 02:09:21 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:09:21 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:09:21 | [    INFO ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 02:09:21 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 02:09:21 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 02:09:21 | [    INFO ] PRODUCER [ AMOUNT - 6 ]
2023:11:07 - 02:09:21 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 02:09:21 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 02:09:21 | [    INFO ] PRODUCER [ AMOUNT - 7 ]
2023:11:07 - 02:09:22 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 02:09:22 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 02:09:22 | [    INFO ] PRODUCER [ AMOUNT - 8 ]
2023:11:07 - 02:09:22 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 02:09:22 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 02:09:22 | [    INFO ] PRODUCER [ AMOUNT - 9 ]
2023:11:07 - 02:09:22 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 02:09:22 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 02:09:22 | [    INFO ] PRODUCER [ AMOUNT - 10 ]
2023:11:07 - 02:09:22 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 02:09:22 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 02:09:22 | [    INFO ] PRODUCER [ AMOUNT - 11 ]
2023:11:07 - 02:09:25 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:28 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 44% ]
2023:11:07 - 02:09:35 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:36 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:37 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:38 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 83% ]
2023:11:07 - 02:09:39 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:40 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:41 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:42 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:43 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:44 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:46 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:47 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:48 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:48 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 90% ]
2023:11:07 - 02:09:49 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:50 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:51 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:52 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:53 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:54 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:55 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:56 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:57 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:58 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:09:58 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 90% ]
2023:11:07 - 02:09:59 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:10:01 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:10:02 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:10:03 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:10:08 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 91% ]
2023:11:07 - 02:10:18 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 91% ]
2023:11:07 - 02:10:28 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 91% ]
2023:11:07 - 02:10:38 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 91% ]
2023:11:07 - 02:10:48 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 91% ]
2023:11:07 - 02:10:58 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 91% ]
2023:11:07 - 02:11:12 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 02:11:12 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 02:11:12 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 02:11:12 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 02:11:12 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 02:11:12 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 02:11:12 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 02:11:12 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 02:11:12 | [    INFO ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 02:11:12 | [     ADD ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 02:11:12 | [     ADD ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 02:11:12 | [    INFO ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 02:11:12 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 02:11:12 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 02:11:12 | [    INFO ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 02:11:12 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 02:11:12 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 02:11:12 | [    INFO ] PRODUCER [ AMOUNT - 6 ]
2023:11:07 - 02:11:13 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 02:11:13 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 02:11:13 | [    INFO ] PRODUCER [ AMOUNT - 7 ]
2023:11:07 - 02:11:19 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 32% ]
2023:11:07 - 02:11:29 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 44% ]
2023:11:07 - 02:11:39 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 44% ]
2023:11:07 - 02:11:49 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 44% ]
2023:11:07 - 02:11:59 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 44% ]
2023:11:07 - 02:12:09 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 44% ]
2023:11:07 - 02:12:21 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 02:12:21 | [     ADD ] PRODUCER [ INTERVAL - 3000 ]
2023:11:07 - 02:12:21 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 02:12:21 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 02:12:21 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 02:12:21 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 02:12:21 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 02:12:21 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 02:12:21 | [    INFO ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 02:12:21 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:12:21 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:12:21 | [    INFO ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 02:12:22 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 02:12:22 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 02:12:22 | [    INFO ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 02:12:22 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 02:12:22 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 02:12:22 | [    INFO ] PRODUCER [ AMOUNT - 6 ]
2023:11:07 - 02:12:22 | [     ADD ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 02:12:22 | [     ADD ] PRODUCER [ INTERVAL - 4000 ]
2023:11:07 - 02:12:22 | [    INFO ] PRODUCER [ AMOUNT - 7 ]
2023:11:07 - 02:12:22 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 02:12:22 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 02:12:22 | [    INFO ] PRODUCER [ AMOUNT - 8 ]
2023:11:07 - 02:12:22 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 02:12:22 | [     ADD ] PRODUCER [ INTERVAL - 7000 ]
2023:11:07 - 02:12:22 | [    INFO ] PRODUCER [ AMOUNT - 9 ]
2023:11:07 - 02:12:28 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 79% ]
2023:11:07 - 02:12:29 | [ WARNING ]   ITEM [ AVAILABILITY - HIGH ]
2023:11:07 - 02:12:38 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 81% ]
2023:11:07 - 02:12:59 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 02:13:09 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 02:13:16 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:13:16 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:13:16 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 02:13:16 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 02:13:16 | [     ADD ] PRODUCER [ INTERVAL - 5000 ]
2023:11:07 - 02:13:16 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 02:13:16 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:13:16 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:13:16 | [    INFO ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 02:13:17 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 02:13:17 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 02:13:17 | [    INFO ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 02:13:17 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 02:13:17 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 02:13:17 | [    INFO ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 02:13:17 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 02:13:17 | [     ADD ] PRODUCER [ INTERVAL - 6000 ]
2023:11:07 - 02:13:17 | [    INFO ] PRODUCER [ AMOUNT - 6 ]
2023:11:07 - 02:13:19 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 0% ]
2023:11:07 - 02:13:29 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 45% ]
2023:11:07 - 02:13:35 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 02:13:35 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 02:13:35 | [    INFO ] PRODUCER [ AMOUNT - 7 ]
2023:11:07 - 02:13:35 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:13:35 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:13:35 | [    INFO ] PRODUCER [ AMOUNT - 8 ]
2023:11:07 - 02:13:35 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 02:13:35 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 02:13:35 | [    INFO ] PRODUCER [ AMOUNT - 9 ]
2023:11:07 - 02:13:35 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 02:13:35 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 02:13:35 | [    INFO ] PRODUCER [ AMOUNT - 10 ]
2023:11:07 - 02:13:35 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 02:13:35 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 02:13:35 | [    INFO ] PRODUCER [ AMOUNT - 11 ]
2023:11:07 - 02:13:39 | [    INFO ]   ITEM [ CONSUMPTION_RATE - 54% ]
2023:11:07 - 02:15:59 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 02:15:59 | [     ADD ] PRODUCER [ INTERVAL - 2000 ]
2023:11:07 - 02:15:59 | [    INFO ] PRODUCER [ AMOUNT - 1 ]
2023:11:07 - 02:15:59 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:15:59 | [     ADD ] PRODUCER [ INTERVAL - 10000 ]
2023:11:07 - 02:15:59 | [    INFO ] PRODUCER [ AMOUNT - 2 ]
2023:11:07 - 02:15:59 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 02:15:59 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 02:15:59 | [    INFO ] PRODUCER [ AMOUNT - 3 ]
2023:11:07 - 02:15:59 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 02:15:59 | [     ADD ] PRODUCER [ INTERVAL - 8000 ]
2023:11:07 - 02:15:59 | [    INFO ] PRODUCER [ AMOUNT - 4 ]
2023:11:07 - 02:16:00 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 02:16:00 | [     ADD ] PRODUCER [ INTERVAL - 9000 ]
2023:11:07 - 02:16:00 | [    INFO ] PRODUCER [ AMOUNT - 5 ]
2023:11:07 - 02:16:00 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
2023:11:07 - 02:16:00 | [     ADD ] PRODUCER [ INTERVAL - 1000 ]
